Gene stable ID,Rat gene stable ID
ENSG00000212368,ENSRNOG00000057741
ENSG00000212368,ENSRNOG00000058584
ENSG00000202434,ENSRNOG00000056181
ENSG00000202434,ENSRNOG00000052780
ENSG00000202434,ENSRNOG00000059688
ENSG00000202434,ENSRNOG00000051692
ENSG00000202434,ENSRNOG00000059820
ENSG00000202434,ENSRNOG00000056465
ENSG00000212195,ENSRNOG00000054676
ENSG00000212195,ENSRNOG00000053959
ENSG00000212195,ENSRNOG00000053796
ENSG00000212195,ENSRNOG00000055743
ENSG00000212195,ENSRNOG00000052744
ENSG00000212195,ENSRNOG00000060466
ENSG00000207067,ENSRNOG00000054019
ENSG00000207067,ENSRNOG00000058556
ENSG00000201302,ENSRNOG00000054973
ENSG00000221500,ENSRNOG00000061678
ENSG00000271923,ENSRNOG00000056353
ENSG00000274059,ENSRNOG00000044574
ENSG00000212293,ENSRNOG00000059346
ENSG00000206796,ENSRNOG00000055500
ENSG00000238658,ENSRNOG00000061709
ENSG00000231587,ENSRNOG00000060627
ENSG00000276596,ENSRNOG00000054769
ENSG00000276596,ENSRNOG00000061083
ENSG00000276596,ENSRNOG00000056256
ENSG00000276596,ENSRNOG00000057955
ENSG00000212402,ENSRNOG00000061440
ENSG00000212158,ENSRNOG00000056119
ENSG00000273730,ENSRNOG00000054432
ENSG00000273730,ENSRNOG00000053888
ENSG00000273730,ENSRNOG00000059394
ENSG00000273730,ENSRNOG00000059852
ENSG00000273730,ENSRNOG00000058896
ENSG00000273730,ENSRNOG00000056172
ENSG00000273730,ENSRNOG00000051831
ENSG00000273730,ENSRNOG00000058725
ENSG00000252692,ENSRNOG00000057905
ENSG00000283815,ENSRNOG00000035645
ENSG00000252481,ENSRNOG00000059389
ENSG00000252481,ENSRNOG00000052095
ENSG00000275043,ENSRNOG00000059148
ENSG00000200983,ENSRNOG00000055001
ENSG00000207932,ENSRNOG00000035547
ENSG00000207595,ENSRNOG00000035630
ENSG00000207957,ENSRNOG00000059896
ENSG00000202329,ENSRNOG00000054873
ENSG00000202329,ENSRNOG00000052457
ENSG00000199266,ENSRNOG00000056518
ENSG00000207144,ENSRNOG00000056473
ENSG00000201297,ENSRNOG00000056311
ENSG00000251869,ENSRNOG00000056749
ENSG00000200406,ENSRNOG00000059749
ENSG00000252347,ENSRNOG00000059111
ENSG00000286094,ENSRNOG00000039743
ENSG00000264346,ENSRNOG00000052026
ENSG00000201097,ENSRNOG00000057105
ENSG00000200882,ENSRNOG00000057252
ENSG00000207562,ENSRNOG00000035478
ENSG00000284536,ENSRNOG00000035657
ENSG00000283785,ENSRNOG00000051849
ENSG00000207959,ENSRNOG00000035573
ENSG00000208012,ENSRNOG00000035464
ENSG00000284538,ENSRNOG00000035549
ENSG00000212443,ENSRNOG00000056599
ENSG00000212304,ENSRNOG00000054081
ENSG00000281910,ENSRNOG00000051832
ENSG00000281910,ENSRNOG00000051773
ENSG00000201674,ENSRNOG00000061360
ENSG00000201674,ENSRNOG00000056198
ENSG00000202314,ENSRNOG00000057682
ENSG00000201675,ENSRNOG00000055560
ENSG00000206785,ENSRNOG00000053770
ENSG00000199473,ENSRNOG00000051501
ENSG00000199473,ENSRNOG00000061340
ENSG00000199473,ENSRNOG00000053952
ENSG00000199473,ENSRNOG00000058691
ENSG00000199473,ENSRNOG00000052366
ENSG00000251739,ENSRNOG00000058551
ENSG00000252682,ENSRNOG00000057249
ENSG00000199633,ENSRNOG00000051501
ENSG00000199633,ENSRNOG00000061340
ENSG00000199633,ENSRNOG00000053952
ENSG00000199633,ENSRNOG00000058691
ENSG00000199633,ENSRNOG00000052366
ENSG00000223175,ENSRNOG00000057595
ENSG00000199551,ENSRNOG00000056205
ENSG00000222924,ENSRNOG00000053413
ENSG00000208017,ENSRNOG00000035609
ENSG00000284485,ENSRNOG00000035520
ENSG00000206620,ENSRNOG00000056420
ENSG00000207789,ENSRNOG00000047216
ENSG00000283159,ENSRNOG00000040355
ENSG00000199012,ENSRNOG00000035490
ENSG00000199075,ENSRNOG00000035582
ENSG00000207614,ENSRNOG00000035658
ENSG00000283745,ENSRNOG00000057450
ENSG00000283745,ENSRNOG00000049663
ENSG00000283745,ENSRNOG00000049258
ENSG00000200536,ENSRNOG00000055399
ENSG00000199051,ENSRNOG00000035544
ENSG00000252448,ENSRNOG00000052800
ENSG00000272028,ENSRNOG00000054387
ENSG00000212534,ENSRNOG00000060578
ENSG00000212534,ENSRNOG00000057685
ENSG00000251791,ENSRNOG00000053606
ENSG00000238754,ENSRNOG00000056434
ENSG00000199584,ENSRNOG00000056311
ENSG00000229686,ENSRNOG00000054607
ENSG00000199894,ENSRNOG00000056782
ENSG00000200816,ENSRNOG00000054091
ENSG00000201592,ENSRNOG00000059321
ENSG00000201592,ENSRNOG00000057204
ENSG00000221643,ENSRNOG00000052026
ENSG00000212246,ENSRNOG00000061659
ENSG00000212246,ENSRNOG00000055048
ENSG00000252906,ENSRNOG00000053634
ENSG00000252906,ENSRNOG00000052521
ENSG00000252906,ENSRNOG00000052856
ENSG00000252906,ENSRNOG00000060868
ENSG00000252906,ENSRNOG00000059358
ENSG00000206760,ENSRNOG00000057533
ENSG00000206760,ENSRNOG00000061901
ENSG00000206760,ENSRNOG00000059571
ENSG00000206760,ENSRNOG00000052635
ENSG00000206760,ENSRNOG00000058283
ENSG00000207264,ENSRNOG00000051493
ENSG00000271798,ENSRNOG00000053757
ENSG00000201231,ENSRNOG00000056414
ENSG00000200757,ENSRNOG00000055724
ENSG00000200757,ENSRNOG00000061430
ENSG00000200757,ENSRNOG00000060923
ENSG00000212452,ENSRNOG00000055658
ENSG00000278189,ENSRNOG00000054432
ENSG00000278189,ENSRNOG00000053888
ENSG00000278189,ENSRNOG00000059394
ENSG00000278189,ENSRNOG00000059852
ENSG00000278189,ENSRNOG00000058896
ENSG00000278189,ENSRNOG00000056172
ENSG00000278189,ENSRNOG00000051831
ENSG00000278189,ENSRNOG00000058725
ENSG00000252704,ENSRNOG00000053454
ENSG00000206698,ENSRNOG00000052149
ENSG00000207181,ENSRNOG00000053462
ENSG00000212378,ENSRNOG00000055990
ENSG00000202400,ENSRNOG00000055464
ENSG00000284251,ENSRNOG00000036531
ENSG00000201384,ENSRNOG00000061475
ENSG00000201384,ENSRNOG00000058215
ENSG00000201384,ENSRNOG00000060593
ENSG00000201384,ENSRNOG00000052922
ENSG00000201384,ENSRNOG00000055288
ENSG00000201384,ENSRNOG00000060273
ENSG00000201384,ENSRNOG00000057134
ENSG00000201384,ENSRNOG00000051521
ENSG00000201384,ENSRNOG00000061806
ENSG00000201384,ENSRNOG00000055602
ENSG00000201384,ENSRNOG00000059565
ENSG00000201384,ENSRNOG00000051697
ENSG00000201384,ENSRNOG00000052965
ENSG00000201384,ENSRNOG00000054191
ENSG00000201384,ENSRNOG00000052562
ENSG00000201384,ENSRNOG00000058808
ENSG00000201384,ENSRNOG00000060595
ENSG00000201384,ENSRNOG00000052440
ENSG00000201384,ENSRNOG00000052960
ENSG00000201384,ENSRNOG00000052812
ENSG00000201384,ENSRNOG00000053107
ENSG00000201384,ENSRNOG00000055674
ENSG00000278233,ENSRNOG00000054432
ENSG00000278233,ENSRNOG00000053888
ENSG00000278233,ENSRNOG00000059394
ENSG00000278233,ENSRNOG00000059852
ENSG00000278233,ENSRNOG00000058896
ENSG00000278233,ENSRNOG00000056172
ENSG00000278233,ENSRNOG00000051831
ENSG00000278233,ENSRNOG00000058725
ENSG00000208008,ENSRNOG00000035572
ENSG00000276730,ENSRNOG00000051617
ENSG00000200463,ENSRNOG00000056054
ENSG00000222414,ENSRNOG00000061141
ENSG00000276094,ENSRNOG00000058966
ENSG00000109107,ENSRNOG00000011452
ENSG00000114735,ENSRNOG00000015458
ENSG00000145107,ENSRNOG00000001757
ENSG00000140285,ENSRNOG00000009425
ENSG00000104472,ENSRNOG00000009103
ENSG00000118496,ENSRNOG00000014852
ENSG00000116996,ENSRNOG00000027506
ENSG00000134545,ENSRNOG00000052803
ENSG00000134545,ENSRNOG00000057643
ENSG00000134545,ENSRNOG00000058714
ENSG00000134545,ENSRNOG00000059182
ENSG00000134545,ENSRNOG00000057254
ENSG00000276775,ENSRNOG00000030812
ENSG00000276775,ENSRNOG00000049870
ENSG00000276775,ENSRNOG00000029121
ENSG00000276775,ENSRNOG00000031918
ENSG00000108984,ENSRNOG00000004437
ENSG00000213123,ENSRNOG00000001758
ENSG00000213123,ENSRNOG00000000630
ENSG00000177469,ENSRNOG00000019778
ENSG00000157765,ENSRNOG00000004626
ENSG00000159259,ENSRNOG00000001692
ENSG00000103876,ENSRNOG00000013223
ENSG00000242389,ENSRNOG00000060963
ENSG00000149548,ENSRNOG00000032180
ENSG00000146414,ENSRNOG00000014450
ENSG00000114547,ENSRNOG00000002187
ENSG00000168748,ENSRNOG00000012371
ENSG00000116117,ENSRNOG00000024345
ENSG00000159256,ENSRNOG00000026236
ENSG00000163312,ENSRNOG00000002181
ENSG00000203685,ENSRNOG00000037960
ENSG00000161217,ENSRNOG00000001762
ENSG00000153976,ENSRNOG00000024591
ENSG00000111325,ENSRNOG00000001081
ENSG00000172478,ENSRNOG00000023557
ENSG00000114021,ENSRNOG00000027797
ENSG00000143772,ENSRNOG00000002969
ENSG00000122257,ENSRNOG00000012806
ENSG00000163947,ENSRNOG00000014363
ENSG00000172023,ENSRNOG00000006360
ENSG00000172023,ENSRNOG00000042570
ENSG00000172023,ENSRNOG00000006579
ENSG00000172023,ENSRNOG00000006151
ENSG00000265817,ENSRNOG00000039949
ENSG00000197275,ENSRNOG00000039949
ENSG00000126882,ENSRNOG00000023352
ENSG00000090402,ENSRNOG00000031067
ENSG00000282122,ENSRNOG00000006333
ENSG00000211937,ENSRNOG00000055375
ENSG00000211937,ENSRNOG00000055169
ENSG00000211937,ENSRNOG00000037495
ENSG00000211937,ENSRNOG00000029776
ENSG00000110318,ENSRNOG00000021839
ENSG00000197563,ENSRNOG00000014866
ENSG00000123612,ENSRNOG00000004828
ENSG00000138083,ENSRNOG00000057031
ENSG00000244731,ENSRNOG00000030729
ENSG00000244731,ENSRNOG00000047657
ENSG00000244731,ENSRNOG00000000443
ENSG00000120370,ENSRNOG00000003861
ENSG00000105552,ENSRNOG00000020956
ENSG00000117480,ENSRNOG00000045949
ENSG00000117480,ENSRNOG00000011019
ENSG00000172020,ENSRNOG00000001528
ENSG00000115568,ENSRNOG00000022414
ENSG00000011028,ENSRNOG00000006548
ENSG00000006695,ENSRNOG00000024972
ENSG00000176170,ENSRNOG00000010626
ENSG00000258472,ENSRNOG00000011777
ENSG00000273331,ENSRNOG00000001757
ENSG00000142515,ENSRNOG00000046267
ENSG00000142515,ENSRNOG00000045980
ENSG00000142515,ENSRNOG00000050893
ENSG00000160307,ENSRNOG00000001295
ENSG00000164220,ENSRNOG00000018054
ENSG00000272741,ENSRNOG00000001758
ENSG00000272741,ENSRNOG00000000630
ENSG00000087111,ENSRNOG00000011366
ENSG00000205336,ENSRNOG00000014963
ENSG00000163959,ENSRNOG00000001765
ENSG00000157978,ENSRNOG00000000151
ENSG00000074582,ENSRNOG00000016754
ENSG00000163808,ENSRNOG00000060356
ENSG00000114978,ENSRNOG00000059474
ENSG00000173064,ENSRNOG00000001352
ENSG00000161542,ENSRNOG00000010083
ENSG00000136960,ENSRNOG00000004089
ENSG00000076650,ENSRNOG00000011584
ENSG00000065320,ENSRNOG00000003947
ENSG00000121871,ENSRNOG00000009821
ENSG00000007216,ENSRNOG00000010337
ENSG00000143801,ENSRNOG00000002879
ENSG00000132600,ENSRNOG00000000258
ENSG00000155099,ENSRNOG00000006697
ENSG00000066405,ENSRNOG00000030386
ENSG00000168757,ENSRNOG00000054648
ENSG00000170577,ENSRNOG00000058827
ENSG00000114200,ENSRNOG00000009826
ENSG00000160539,ENSRNOG00000010068
ENSG00000163960,ENSRNOG00000001756
ENSG00000163960,ENSRNOG00000046969
ENSG00000044574,ENSRNOG00000018294
ENSG00000115386,ENSRNOG00000006486
ENSG00000259316,ENSRNOG00000016561
ENSG00000123505,ENSRNOG00000000585
ENSG00000109101,ENSRNOG00000010870
ENSG00000073737,ENSRNOG00000058568
ENSG00000184205,ENSRNOG00000061782
ENSG00000206535,ENSRNOG00000039649
ENSG00000158163,ENSRNOG00000014746
ENSG00000109103,ENSRNOG00000011060
ENSG00000154174,ENSRNOG00000001640
ENSG00000163961,ENSRNOG00000043345
ENSG00000204348,ENSRNOG00000000422
ENSG00000153721,ENSRNOG00000018052
ENSG00000214097,ENSRNOG00000048188
ENSG00000214097,ENSRNOG00000024960
ENSG00000204930,ENSRNOG00000025453
ENSG00000166803,ENSRNOG00000016561
ENSG00000169964,ENSRNOG00000032027
ENSG00000012504,ENSRNOG00000007197
ENSG00000169800,ENSRNOG00000060963
ENSG00000153317,ENSRNOG00000058733
ENSG00000137103,ENSRNOG00000015664
ENSG00000083812,ENSRNOG00000027436
ENSG00000176428,ENSRNOG00000048699
ENSG00000185798,ENSRNOG00000001754
ENSG00000242252,ENSRNOG00000019607
ENSG00000018610,ENSRNOG00000012564
ENSG00000176715,ENSRNOG00000015077
ENSG00000160781,ENSRNOG00000026059
ENSG00000083807,ENSRNOG00000019626
ENSG00000175538,ENSRNOG00000017054
ENSG00000181085,ENSRNOG00000009336
ENSG00000100505,ENSRNOG00000007031
ENSG00000174013,ENSRNOG00000061515
ENSG00000169118,ENSRNOG00000016620
ENSG00000169064,ENSRNOG00000009792
ENSG00000112038,ENSRNOG00000018191
ENSG00000211943,ENSRNOG00000042996
ENSG00000211943,ENSRNOG00000033376
ENSG00000211943,ENSRNOG00000059929
ENSG00000211943,ENSRNOG00000058824
ENSG00000211943,ENSRNOG00000032671
ENSG00000083838,ENSRNOG00000019623
ENSG00000104835,ENSRNOG00000019962
ENSG00000137133,ENSRNOG00000015866
ENSG00000147509,ENSRNOG00000008100
ENSG00000103056,ENSRNOG00000000257
ENSG00000166359,ENSRNOG00000037393
ENSG00000165434,ENSRNOG00000017079
ENSG00000166451,ENSRNOG00000011296
ENSG00000123908,ENSRNOG00000008533
ENSG00000174007,ENSRNOG00000024924
ENSG00000174004,ENSRNOG00000001752
ENSG00000013375,ENSRNOG00000009515
ENSG00000158525,ENSRNOG00000010467
ENSG00000153822,ENSRNOG00000004713
ENSG00000154845,ENSRNOG00000013733
ENSG00000143995,ENSRNOG00000004606
ENSG00000102271,ENSRNOG00000005215
ENSG00000155100,ENSRNOG00000006636
ENSG00000163964,ENSRNOG00000033623
ENSG00000118017,ENSRNOG00000042649
ENSG00000173838,ENSRNOG00000007084
ENSG00000185565,ENSRNOG00000031852
ENSG00000176410,ENSRNOG00000031721
ENSG00000138231,ENSRNOG00000014588
ENSG00000269190,ENSRNOG00000019942
ENSG00000196465,ENSRNOG00000028837
ENSG00000196465,ENSRNOG00000003860
ENSG00000071462,ENSRNOG00000033700
ENSG00000160783,ENSRNOG00000019620
ENSG00000129910,ENSRNOG00000027954
ENSG00000269547,ENSRNOG00000019962
ENSG00000100206,ENSRNOG00000013807
ENSG00000161243,ENSRNOG00000050453
ENSG00000266967,ENSRNOG00000020658
ENSG00000139613,ENSRNOG00000031135
ENSG00000180370,ENSRNOG00000001747
ENSG00000180370,ENSRNOG00000048597
ENSG00000128626,ENSRNOG00000019949
ENSG00000164050,ENSRNOG00000029510
ENSG00000136451,ENSRNOG00000009819
ENSG00000162951,ENSRNOG00000006093
ENSG00000143669,ENSRNOG00000058094
ENSG00000170100,ENSRNOG00000057416
ENSG00000114204,ENSRNOG00000009903
ENSG00000163932,ENSRNOG00000016346
ENSG00000066032,ENSRNOG00000006003
ENSG00000168710,ENSRNOG00000018569
ENSG00000188536,ENSRNOG00000029886
ENSG00000188536,ENSRNOG00000047321
ENSG00000188536,ENSRNOG00000045989
ENSG00000119231,ENSRNOG00000029315
ENSG00000119231,ENSRNOG00000048136
ENSG00000119231,ENSRNOG00000024794
ENSG00000134532,ENSRNOG00000027869
ENSG00000211950,ENSRNOG00000048384
ENSG00000211950,ENSRNOG00000050561
ENSG00000211950,ENSRNOG00000049315
ENSG00000211950,ENSRNOG00000042197
ENSG00000211950,ENSRNOG00000050652
ENSG00000211950,ENSRNOG00000050143
ENSG00000211950,ENSRNOG00000050489
ENSG00000211950,ENSRNOG00000050708
ENSG00000211950,ENSRNOG00000056665
ENSG00000211950,ENSRNOG00000047996
ENSG00000211950,ENSRNOG00000030235
ENSG00000211950,ENSRNOG00000046401
ENSG00000211950,ENSRNOG00000053487
ENSG00000211950,ENSRNOG00000047011
ENSG00000211950,ENSRNOG00000048062
ENSG00000135677,ENSRNOG00000046159
ENSG00000135677,ENSRNOG00000047350
ENSG00000166454,ENSRNOG00000051838
ENSG00000166454,ENSRNOG00000011422
ENSG00000196233,ENSRNOG00000042679
ENSG00000108825,ENSRNOG00000020658
ENSG00000141564,ENSRNOG00000003821
ENSG00000260643,ENSRNOG00000011535
ENSG00000260643,ENSRNOG00000055383
ENSG00000260643,ENSRNOG00000051496
ENSG00000125746,ENSRNOG00000030127
ENSG00000130055,ENSRNOG00000002800
ENSG00000151655,ENSRNOG00000001066
ENSG00000103121,ENSRNOG00000011279
ENSG00000174776,ENSRNOG00000024628
ENSG00000106089,ENSRNOG00000029165
ENSG00000074706,ENSRNOG00000018163
ENSG00000181458,ENSRNOG00000051418
ENSG00000181458,ENSRNOG00000048935
ENSG00000181458,ENSRNOG00000042975
ENSG00000114503,ENSRNOG00000048589
ENSG00000114503,ENSRNOG00000001746
ENSG00000158715,ENSRNOG00000007591
ENSG00000206172,ENSRNOG00000029886
ENSG00000206172,ENSRNOG00000047321
ENSG00000206172,ENSRNOG00000045989
ENSG00000149201,ENSRNOG00000033733
ENSG00000169683,ENSRNOG00000045926
ENSG00000087191,ENSRNOG00000010038
ENSG00000163053,ENSRNOG00000017072
ENSG00000185551,ENSRNOG00000010308
ENSG00000069275,ENSRNOG00000047287
ENSG00000086506,ENSRNOG00000028114
ENSG00000198677,ENSRNOG00000040297
ENSG00000180921,ENSRNOG00000030264
ENSG00000114209,ENSRNOG00000010147
ENSG00000211951,ENSRNOG00000055375
ENSG00000211951,ENSRNOG00000055169
ENSG00000211951,ENSRNOG00000037495
ENSG00000211951,ENSRNOG00000029776
ENSG00000166455,ENSRNOG00000045541
ENSG00000211952,ENSRNOG00000030812
ENSG00000211952,ENSRNOG00000049870
ENSG00000211952,ENSRNOG00000029121
ENSG00000211952,ENSRNOG00000031918
ENSG00000110958,ENSRNOG00000060486
ENSG00000110958,ENSRNOG00000002642
ENSG00000083097,ENSRNOG00000022847
ENSG00000284512,ENSRNOG00000011535
ENSG00000284512,ENSRNOG00000055383
ENSG00000284512,ENSRNOG00000051496
ENSG00000140905,ENSRNOG00000011535
ENSG00000140905,ENSRNOG00000055383
ENSG00000140905,ENSRNOG00000051496
ENSG00000123700,ENSRNOG00000004720
ENSG00000068784,ENSRNOG00000014720
ENSG00000136450,ENSRNOG00000050323
ENSG00000170310,ENSRNOG00000003849
ENSG00000163975,ENSRNOG00000001739
ENSG00000126460,ENSRNOG00000020517
ENSG00000128050,ENSRNOG00000002101
ENSG00000128050,ENSRNOG00000056398
ENSG00000128050,ENSRNOG00000046308
ENSG00000117643,ENSRNOG00000017087
ENSG00000155115,ENSRNOG00000000586
ENSG00000266086,ENSRNOG00000050323
ENSG00000143379,ENSRNOG00000021143
ENSG00000267060,ENSRNOG00000050347
ENSG00000205609,ENSRNOG00000018761
ENSG00000181322,ENSRNOG00000031523
ENSG00000099365,ENSRNOG00000019193
ENSG00000111186,ENSRNOG00000008168
ENSG00000231475,ENSRNOG00000030812
ENSG00000231475,ENSRNOG00000049870
ENSG00000231475,ENSRNOG00000029121
ENSG00000231475,ENSRNOG00000031918
ENSG00000144847,ENSRNOG00000001525
ENSG00000108592,ENSRNOG00000009857
ENSG00000251287,ENSRNOG00000002883
ENSG00000101082,ENSRNOG00000020337
ENSG00000013392,ENSRNOG00000009599
ENSG00000249693,ENSRNOG00000002085
ENSG00000118707,ENSRNOG00000042374
ENSG00000118707,ENSRNOG00000030925
ENSG00000116132,ENSRNOG00000003720
ENSG00000167363,ENSRNOG00000036659
ENSG00000197587,ENSRNOG00000010835
ENSG00000092978,ENSRNOG00000002512
ENSG00000116478,ENSRNOG00000009568
ENSG00000116478,ENSRNOG00000013695
ENSG00000174780,ENSRNOG00000002100
ENSG00000253719,ENSRNOG00000059744
ENSG00000147255,ENSRNOG00000007600
ENSG00000167077,ENSRNOG00000007003
ENSG00000114544,ENSRNOG00000045821
ENSG00000130876,ENSRNOG00000010938
ENSG00000101084,ENSRNOG00000020317
ENSG00000142546,ENSRNOG00000020543
ENSG00000114098,ENSRNOG00000014521
ENSG00000116752,ENSRNOG00000018783
ENSG00000167550,ENSRNOG00000054385
ENSG00000188389,ENSRNOG00000019043
ENSG00000188389,ENSRNOG00000049797
ENSG00000117280,ENSRNOG00000049641
ENSG00000130881,ENSRNOG00000011451
ENSG00000157600,ENSRNOG00000012787
ENSG00000067445,ENSRNOG00000047491
ENSG00000114738,ENSRNOG00000014832
ENSG00000143418,ENSRNOG00000021138
ENSG00000125430,ENSRNOG00000003384
ENSG00000106153,ENSRNOG00000051286
ENSG00000106153,ENSRNOG00000051180
ENSG00000106153,ENSRNOG00000053790
ENSG00000186416,ENSRNOG00000061989
ENSG00000186416,ENSRNOG00000052347
ENSG00000204228,ENSRNOG00000000466
ENSG00000110921,ENSRNOG00000049604
ENSG00000130723,ENSRNOG00000010217
ENSG00000185290,ENSRNOG00000000917
ENSG00000133019,ENSRNOG00000049410
ENSG00000226941,ENSRNOG00000060963
ENSG00000163319,ENSRNOG00000002178
ENSG00000163050,ENSRNOG00000043201
ENSG00000121966,ENSRNOG00000003866
ENSG00000178175,ENSRNOG00000017249
ENSG00000139921,ENSRNOG00000057934
ENSG00000077721,ENSRNOG00000039985
ENSG00000114737,ENSRNOG00000029543
ENSG00000082458,ENSRNOG00000002767
ENSG00000197651,ENSRNOG00000004875
ENSG00000083782,ENSRNOG00000004717
ENSG00000184949,ENSRNOG00000021795
ENSG00000196503,ENSRNOG00000029628
ENSG00000163322,ENSRNOG00000002165
ENSG00000169856,ENSRNOG00000008095
ENSG00000153779,ENSRNOG00000029850
ENSG00000182378,ENSRNOG00000049866
ENSG00000139330,ENSRNOG00000004635
ENSG00000100147,ENSRNOG00000007262
ENSG00000156313,ENSRNOG00000003013
ENSG00000264364,ENSRNOG00000008921
ENSG00000164896,ENSRNOG00000011667
ENSG00000162814,ENSRNOG00000002504
ENSG00000167751,ENSRNOG00000046267
ENSG00000167751,ENSRNOG00000045980
ENSG00000167751,ENSRNOG00000050893
ENSG00000163536,ENSRNOG00000010248
ENSG00000175216,ENSRNOG00000016067
ENSG00000137691,ENSRNOG00000043410
ENSG00000006831,ENSRNOG00000007990
ENSG00000089159,ENSRNOG00000001149
ENSG00000141194,ENSRNOG00000030148
ENSG00000135899,ENSRNOG00000033747
ENSG00000178605,ENSRNOG00000048168
ENSG00000178605,ENSRNOG00000037426
ENSG00000140798,ENSRNOG00000015666
ENSG00000174740,ENSRNOG00000003354
ENSG00000139428,ENSRNOG00000049426
ENSG00000255713,ENSRNOG00000030521
ENSG00000175984,ENSRNOG00000018716
ENSG00000139549,ENSRNOG00000053675
ENSG00000166006,ENSRNOG00000004077
ENSG00000164733,ENSRNOG00000010331
ENSG00000108061,ENSRNOG00000015339
ENSG00000064313,ENSRNOG00000034022
ENSG00000162430,ENSRNOG00000017078
ENSG00000102048,ENSRNOG00000003452
ENSG00000139842,ENSRNOG00000019649
ENSG00000143862,ENSRNOG00000005988
ENSG00000147874,ENSRNOG00000046028
ENSG00000115657,ENSRNOG00000018697
ENSG00000136895,ENSRNOG00000057044
ENSG00000127423,ENSRNOG00000022030
ENSG00000170075,ENSRNOG00000006237
ENSG00000173905,ENSRNOG00000024213
ENSG00000142961,ENSRNOG00000037620
ENSG00000121053,ENSRNOG00000008707
ENSG00000117640,ENSRNOG00000016937
ENSG00000154640,ENSRNOG00000001555
ENSG00000137693,ENSRNOG00000005933
ENSG00000162456,ENSRNOG00000037618
ENSG00000155363,ENSRNOG00000012946
ENSG00000130300,ENSRNOG00000017676
ENSG00000144820,ENSRNOG00000048134
ENSG00000144820,ENSRNOG00000001634
ENSG00000251012,ENSRNOG00000042555
ENSG00000094963,ENSRNOG00000003510
ENSG00000175130,ENSRNOG00000009113
ENSG00000175130,ENSRNOG00000054614
ENSG00000114638,ENSRNOG00000027380
ENSG00000164897,ENSRNOG00000013383
ENSG00000018625,ENSRNOG00000007290
ENSG00000139354,ENSRNOG00000025198
ENSG00000166971,ENSRNOG00000011956
ENSG00000100299,ENSRNOG00000012953
ENSG00000132554,ENSRNOG00000025551
ENSG00000117501,ENSRNOG00000003698
ENSG00000284820,ENSRNOG00000018975
ENSG00000125398,ENSRNOG00000002607
ENSG00000188687,ENSRNOG00000010378
ENSG00000198925,ENSRNOG00000018975
ENSG00000126226,ENSRNOG00000025222
ENSG00000172840,ENSRNOG00000012343
ENSG00000007933,ENSRNOG00000003620
ENSG00000176108,ENSRNOG00000004014
ENSG00000147606,ENSRNOG00000006096
ENSG00000175536,ENSRNOG00000016906
ENSG00000146006,ENSRNOG00000047085
ENSG00000211956,ENSRNOG00000030812
ENSG00000211956,ENSRNOG00000049870
ENSG00000211956,ENSRNOG00000029121
ENSG00000211956,ENSRNOG00000031918
ENSG00000172775,ENSRNOG00000017841
