Gene stable ID,Gene name
ENSRNOG00000061200,7SK
ENSRNOG00000033747,Sp110
ENSRNOG00000055729,LOC102551695
ENSRNOG00000047905,Dus1l
ENSRNOG00000059940,SNORD116
ENSRNOG00000010592,Slc25a27
ENSRNOG00000021123,AC098622.1
ENSRNOG00000051892,AABR07072945.1
ENSRNOG00000028266,Lrrc55
ENSRNOG00000054004,AABR07045048.1
ENSRNOG00000059741,Tmc4
ENSRNOG00000060543,AABR07009357.2
ENSRNOG00000053883,AABR07066736.1
ENSRNOG00000009322,Ccdc126
ENSRNOG00000057195,AABR07047008.1
ENSRNOG00000047596,AC118414.2
ENSRNOG00000004900,Crhr1
ENSRNOG00000061728,AABR07072528.4
ENSRNOG00000014482,Slf2
ENSRNOG00000058418,AABR07061155.1
ENSRNOG00000054082,AC098189.1
ENSRNOG00000052940,AABR07030791.1
ENSRNOG00000032177,LOC499843
ENSRNOG00000005734,Ssuh2
ENSRNOG00000055220,AC106681.1
ENSRNOG00000056327,AABR07002010.1
ENSRNOG00000058666,AABR07043365.1
ENSRNOG00000056429,AABR07002902.1
ENSRNOG00000018149,Smarca5
ENSRNOG00000061154,AABR07069821.1
ENSRNOG00000058799,AABR07019155.1
ENSRNOG00000054393,AABR07043883.1
ENSRNOG00000036747,AABR07054723.1
ENSRNOG00000007304,Herc3
ENSRNOG00000057531,AABR07005573.1
ENSRNOG00000028075,LOC360479
ENSRNOG00000016448,Eef2k
ENSRNOG00000036713,RGD1563217
ENSRNOG00000055868,AABR07019435.1
ENSRNOG00000036684,Pcyt2
ENSRNOG00000027901,Mrm1
ENSRNOG00000052542,Pilrb
ENSRNOG00000007164,Cln6
ENSRNOG00000060288,LOC100365062
ENSRNOG00000057060,LOC108348049
ENSRNOG00000057310,Olr1288
ENSRNOG00000055314,Msrb1
ENSRNOG00000053011,AABR07059239.1
ENSRNOG00000005574,Adamts8
ENSRNOG00000018740,Ugt1a6
ENSRNOG00000004860,Myh9
ENSRNOG00000054761,AABR07013550.1
ENSRNOG00000046058,LOC100909573
ENSRNOG00000022533,Micall2
ENSRNOG00000020029,Mcrip2
ENSRNOG00000051630,AABR07069587.2
ENSRNOG00000061442,AABR07068214.1
ENSRNOG00000055417,AABR07070834.1
ENSRNOG00000013111,Mettl3
ENSRNOG00000027498,Engase
ENSRNOG00000023053,Ice1
ENSRNOG00000057159,Rsl1
ENSRNOG00000011042,RGD1560925
ENSRNOG00000048871,AABR07044495.1
ENSRNOG00000018231,Nacc2
ENSRNOG00000046452,Fcgr2b
ENSRNOG00000037977,AABR07049401.1
ENSRNOG00000042419,Acyp2
ENSRNOG00000017064,Tdrd1
ENSRNOG00000013717,Bmp6
ENSRNOG00000025444,Lipo1
ENSRNOG00000024844,AABR07054117.1
ENSRNOG00000013516,Sf3b1
ENSRNOG00000026403,Naf1
ENSRNOG00000049129,Olr633
ENSRNOG00000001335,Zkscan1
ENSRNOG00000018557,Cdh22
ENSRNOG00000045863,Naa16
ENSRNOG00000047302,AC106605.1
ENSRNOG00000020731,Ppfia3
ENSRNOG00000018166,Prkab2
ENSRNOG00000016315,Cnpy3
ENSRNOG00000049505,Nup43
ENSRNOG00000017065,Arhgap28
ENSRNOG00000051525,7SK
ENSRNOG00000054307,Metazoa_SRP
ENSRNOG00000005431,Olr816
ENSRNOG00000017021,Galnt18
ENSRNOG00000047842,Mir6322
ENSRNOG00000006069,Eif2ak3
ENSRNOG00000033603,AABR07034315.1
ENSRNOG00000054729,Olr1492
ENSRNOG00000036490,Mir376b
ENSRNOG00000031216,AABR07055776.1
ENSRNOG00000049448,Olr445
ENSRNOG00000056166,AABR07060958.2
ENSRNOG00000057508,U4
ENSRNOG00000049781,Olr1079
ENSRNOG00000027444,Nubpl
ENSRNOG00000048796,AABR07000740.1
ENSRNOG00000000233,Grm6
ENSRNOG00000013670,Pax3
ENSRNOG00000004306,Zbtb39
ENSRNOG00000058702,AABR07034574.1
ENSRNOG00000059331,AC107331.2
ENSRNOG00000009691,Lrrn2
ENSRNOG00000060531,U6
ENSRNOG00000010418,Nek1
ENSRNOG00000002568,Socs1
ENSRNOG00000015493,Emx1
ENSRNOG00000005235,Fam209
ENSRNOG00000052431,AC130862.1
ENSRNOG00000043131,LOC100360095
ENSRNOG00000009589,Angptl7
ENSRNOG00000027028,Lamtor4
ENSRNOG00000011214,Polr2f
ENSRNOG00000002256,Art3
ENSRNOG00000021017,Ca11
ENSRNOG00000051980,RGD1564162
ENSRNOG00000030334,Adck5
ENSRNOG00000061144,AC114452.3
ENSRNOG00000058533,Gm22154
ENSRNOG00000016987,Pstpip2
ENSRNOG00000047638,Mir466b-2
ENSRNOG00000035465,Mir3065
ENSRNOG00000048793,LOC684471
ENSRNOG00000016624,AABR07000276.1
ENSRNOG00000056989,AC130391.5
ENSRNOG00000020546,Lipe
ENSRNOG00000044494,5S_rRNA
ENSRNOG00000057503,AABR07024624.1
ENSRNOG00000059046,U6
ENSRNOG00000047410,Olr1461
ENSRNOG00000044128,5S_rRNA
ENSRNOG00000053985,U6
ENSRNOG00000058586,Tyro3
ENSRNOG00000001714,Atp13a4
ENSRNOG00000021039,Fam83e
ENSRNOG00000060403,AABR07008372.1
ENSRNOG00000007628,Ptp4a3
ENSRNOG00000043311,Birc7
ENSRNOG00000046150,AABR07008805.1
ENSRNOG00000051506,AC130555.1
ENSRNOG00000051554,AABR07036302.1
ENSRNOG00000017521,Gpr55
ENSRNOG00000009983,Lrrc42
ENSRNOG00000051807,AABR07034926.1
ENSRNOG00000030747,LOC685963
ENSRNOG00000048077,AABR07035541.1
ENSRNOG00000057499,AABR07068587.1
ENSRNOG00000052001,U6
ENSRNOG00000033186,AC097037.2
ENSRNOG00000052147,U6
ENSRNOG00000052404,AABR07045251.1
ENSRNOG00000059567,SNORD116
ENSRNOG00000060306,U6
ENSRNOG00000055503,U6
ENSRNOG00000001346,Cops6
ENSRNOG00000023085,Pmel
ENSRNOG00000044703,5S_rRNA
ENSRNOG00000056952,U6
ENSRNOG00000052815,AABR07021972.1
ENSRNOG00000054823,U4
ENSRNOG00000060945,U7
ENSRNOG00000035463,Mir29b1
ENSRNOG00000014226,Plch2
ENSRNOG00000061642,AABR07044535.1
ENSRNOG00000015602,Cdh2
ENSRNOG00000057605,SNORA70
ENSRNOG00000035527,Mir337
ENSRNOG00000014592,Zbtb46
ENSRNOG00000017635,Inpp5a
ENSRNOG00000053774,Olr907
ENSRNOG00000053959,U3
ENSRNOG00000061288,U6
ENSRNOG00000051740,AABR07030566.1
ENSRNOG00000052329,U1
ENSRNOG00000054217,Runx3
ENSRNOG00000060565,AABR07056771.1
ENSRNOG00000058970,U5
ENSRNOG00000053868,AABR07017237.2
ENSRNOG00000060465,U6
ENSRNOG00000058967,U6
ENSRNOG00000050064,5S_rRNA
ENSRNOG00000055180,AABR07031989.1
ENSRNOG00000057074,AC120448.2
ENSRNOG00000054085,AABR07033829.1
ENSRNOG00000057084,Gm25502
ENSRNOG00000059080,AABR07053854.1
ENSRNOG00000029318,Tyrp1
ENSRNOG00000054350,AABR07011708.2
ENSRNOG00000060780,AABR07007883.1
ENSRNOG00000046975,Sult4a1
ENSRNOG00000055998,U1
ENSRNOG00000056213,AC130741.1
ENSRNOG00000052501,AC135771.1
ENSRNOG00000060160,AABR07025345.1
ENSRNOG00000036258,Mir451a
ENSRNOG00000056152,AABR07043987.1
ENSRNOG00000054723,AABR07058174.1
ENSRNOG00000053000,U4
ENSRNOG00000029886,Hba-a1
ENSRNOG00000057912,SNORD115
ENSRNOG00000055233,U6
ENSRNOG00000060680,AABR07027309.1
ENSRNOG00000056793,Hsf5
ENSRNOG00000054192,AABR07028513.2
ENSRNOG00000059726,AC108546.1
ENSRNOG00000054030,AABR07034719.1
ENSRNOG00000054912,U6
ENSRNOG00000057135,AABR07070714.2
ENSRNOG00000036567,Mir3560
ENSRNOG00000054241,7SK
ENSRNOG00000011726,Grin1
ENSRNOG00000041503,AABR07009833.1
ENSRNOG00000061806,AABR07000158.2
ENSRNOG00000060447,U6
ENSRNOG00000000811,Pkib
ENSRNOG00000057932,U6
ENSRNOG00000054740,U6
ENSRNOG00000059096,AABR07030690.1
ENSRNOG00000002188,Hpse
ENSRNOG00000055332,U6
ENSRNOG00000054570,U4
ENSRNOG00000030714,Bsn
ENSRNOG00000054920,AABR07032135.1
ENSRNOG00000060461,AABR07060379.1
ENSRNOG00000022296,Pnpla5
ENSRNOG00000005007,Scn3a
ENSRNOG00000058878,7SK
ENSRNOG00000019501,Rmnd1
ENSRNOG00000055686,AABR07049769.1
ENSRNOG00000046113,AABR07032441.1
ENSRNOG00000060187,AABR07053516.2
ENSRNOG00000057273,AABR07062157.1
ENSRNOG00000056211,U6
ENSRNOG00000059886,AC135645.2
ENSRNOG00000055422,AABR07065124.1
ENSRNOG00000061256,AABR07006888.1
ENSRNOG00000040316,AABR07000145.1
ENSRNOG00000055407,LOC102550519
ENSRNOG00000055189,AABR07010763.1
ENSRNOG00000059546,AABR07001448.1
ENSRNOG00000059026,AABR07055885.1
ENSRNOG00000060755,AABR07061652.1
ENSRNOG00000003273,Spata20
ENSRNOG00000057886,AABR07028995.2
ENSRNOG00000058036,AABR07056465.1
ENSRNOG00000056128,AABR07064719.2
ENSRNOG00000052011,AABR07003001.1
ENSRNOG00000052002,AABR07010468.1
ENSRNOG00000055003,AABR07058815.1
ENSRNOG00000059170,LOC102551356
ENSRNOG00000055372,AC106663.1
ENSRNOG00000054268,AABR07018504.1
ENSRNOG00000046347,Olr1370
ENSRNOG00000060545,AC125688.1
ENSRNOG00000058673,AABR07063863.1
ENSRNOG00000009037,Sulf1
ENSRNOG00000059969,AABR07021762.1
ENSRNOG00000013744,Akip1
ENSRNOG00000017241,Dpcd
ENSRNOG00000061781,AABR07070872.1
ENSRNOG00000017283,Kcnt1
ENSRNOG00000054537,AABR07054445.1
ENSRNOG00000062153,LOC103690026
ENSRNOG00000054321,AABR07043698.1
ENSRNOG00000026239,Arid4a
ENSRNOG00000053722,AABR07069218.2
ENSRNOG00000010180,Gid8
ENSRNOG00000025818,Zxdc
ENSRNOG00000011719,Ngb
ENSRNOG00000051456,AABR07013729.1
ENSRNOG00000058133,Ppm1n
ENSRNOG00000030481,LOC100362110
ENSRNOG00000032018,Tmem200b
ENSRNOG00000020827,Cyp2g1
ENSRNOG00000053013,AABR07049466.1
ENSRNOG00000020719,Hrc
ENSRNOG00000050370,Vom2r6
ENSRNOG00000025980,LOC691418
ENSRNOG00000027995,Samd7
ENSRNOG00000011358,Hipk3
ENSRNOG00000038254,RGD1565617
ENSRNOG00000047046,Plin4
ENSRNOG00000030345,LOC100362684
ENSRNOG00000013887,Adra2b
ENSRNOG00000015750,Wnt7b
ENSRNOG00000021201,Txnip
ENSRNOG00000018786,AABR07071746.1
ENSRNOG00000049721,Olr482
ENSRNOG00000005406,Clint1
ENSRNOG00000046921,AABR07034986.1
ENSRNOG00000024998,Trps1
ENSRNOG00000002341,Trim25
ENSRNOG00000011863,Gins3
ENSRNOG00000051917,AC098563.1
ENSRNOG00000022660,Ccdc73
ENSRNOG00000008637,Strada
ENSRNOG00000050360,Urad
ENSRNOG00000054381,AC136161.1
ENSRNOG00000005921,Olr606
ENSRNOG00000061706,AC110851.1
ENSRNOG00000055625,U4
ENSRNOG00000056876,AABR07008513.1
ENSRNOG00000058924,U6
ENSRNOG00000019105,Dpp8
ENSRNOG00000050260,AABR07027244.1
ENSRNOG00000059733,Nlrp4f
ENSRNOG00000054230,AABR07059968.1
ENSRNOG00000055172,AABR07070189.1
ENSRNOG00000015336,Isl2
ENSRNOG00000018373,Tln2
ENSRNOG00000021569,Tiam1
ENSRNOG00000061201,U1
ENSRNOG00000031106,Cox8c
ENSRNOG00000054881,U4
ENSRNOG00000052342,U6
ENSRNOG00000060180,Gm23594
ENSRNOG00000054120,7SK
ENSRNOG00000004344,Zdhhc3
ENSRNOG00000052857,AABR07024679.1
ENSRNOG00000051745,AABR07034425.1
ENSRNOG00000058751,7SK
ENSRNOG00000054191,AABR07072030.1
ENSRNOG00000052517,SNORA70
ENSRNOG00000057923,Snora23
ENSRNOG00000057896,AABR07052511.1
ENSRNOG00000028430,LOC257650
ENSRNOG00000054009,AABR07029801.1
ENSRNOG00000041170,AC135741.1
ENSRNOG00000053436,AC129036.1
ENSRNOG00000050920,Prl3d1
ENSRNOG00000056014,AC128059.3
ENSRNOG00000007059,Atp1b4
ENSRNOG00000002659,Ciita
ENSRNOG00000051814,Gm22910
ENSRNOG00000052900,AABR07026643.1
ENSRNOG00000052988,Gm23176
ENSRNOG00000053840,AC103535.1
ENSRNOG00000057151,U6
ENSRNOG00000059185,U2
ENSRNOG00000051370,Metazoa_SRP
ENSRNOG00000054115,SNORA70
ENSRNOG00000058213,AABR07073395.1
ENSRNOG00000043296,Abca14
ENSRNOG00000046841,Mir598
ENSRNOG00000056430,AABR07064368.1
ENSRNOG00000052628,LOC100363294
ENSRNOG00000002749,Spag9
ENSRNOG00000050812,AABR07066532.1
ENSRNOG00000053242,U2
ENSRNOG00000007227,Mien1
ENSRNOG00000055039,7SK
ENSRNOG00000047978,AABR07072078.3
ENSRNOG00000030143,AABR07051796.1
ENSRNOG00000045168,5S_rRNA
ENSRNOG00000053388,AABR07046725.1
ENSRNOG00000059925,7SK
ENSRNOG00000020153,Supt3h
ENSRNOG00000061674,AABR07006763.1
ENSRNOG00000057722,AABR07000714.2
ENSRNOG00000041433,AABR07027009.1
ENSRNOG00000061020,AABR07049282.1
ENSRNOG00000057507,Olr1546
ENSRNOG00000057422,7SK
ENSRNOG00000055743,U3
ENSRNOG00000053041,AABR07018183.1
ENSRNOG00000016945,Pla2g2a
ENSRNOG00000005196,Slc12a6
ENSRNOG00000058845,AABR07004033.1
ENSRNOG00000011901,Rrad
ENSRNOG00000060902,AABR07065531.31
ENSRNOG00000056501,AABR07012044.2
ENSRNOG00000048794,LOC100912348
ENSRNOG00000054733,LOC103690137
ENSRNOG00000047798,AABR07000332.1
ENSRNOG00000056508,AC120732.1
ENSRNOG00000038383,AABR07038349.1
ENSRNOG00000055945,U1
ENSRNOG00000053867,AC098981.1
ENSRNOG00000055513,AABR07061385.1
ENSRNOG00000057520,AABR07072528.2
ENSRNOG00000059738,AABR07033484.1
ENSRNOG00000020634,Pih1d1
ENSRNOG00000059197,U6
ENSRNOG00000055231,AABR07067791.1
ENSRNOG00000052153,AABR07065282.1
ENSRNOG00000052868,AABR07069816.1
ENSRNOG00000057175,AABR07056638.1
ENSRNOG00000050189,Olr89
ENSRNOG00000054738,7SK
ENSRNOG00000057304,LOC102552398
ENSRNOG00000054216,AABR07056858.1
ENSRNOG00000053215,AABR07058210.1
ENSRNOG00000060099,AABR07071294.2
ENSRNOG00000054683,AABR07024307.1
ENSRNOG00000060001,AABR07071199.2
ENSRNOG00000051493,U6
ENSRNOG00000020206,Ctsd
ENSRNOG00000010141,Ttll1
ENSRNOG00000003213,Helz
ENSRNOG00000057830,AABR07061246.1
ENSRNOG00000053942,Pramef20
ENSRNOG00000057711,Cmtm1
ENSRNOG00000053587,AABR07004254.1
ENSRNOG00000007960,Theg
ENSRNOG00000047042,Olr1631
ENSRNOG00000053187,LOC102556361
ENSRNOG00000039649,Lnp1
ENSRNOG00000057011,AABR07066871.2
ENSRNOG00000013433,Gnrh1
ENSRNOG00000014515,Cdc14a
ENSRNOG00000053590,AABR07057610.1
ENSRNOG00000005063,Atl1
ENSRNOG00000045857,Tmed8
ENSRNOG00000054050,AABR07011934.1
ENSRNOG00000012778,Magoh
ENSRNOG00000011824,Trh
ENSRNOG00000055736,AABR07027501.1
ENSRNOG00000016313,Ctnnbip1
ENSRNOG00000052257,LOC102552043
ENSRNOG00000005971,Gpr176
ENSRNOG00000030674,AABR07033162.1
ENSRNOG00000021586,Gpr39
ENSRNOG00000057430,AABR07039694.1
ENSRNOG00000049739,Olr167
ENSRNOG00000003635,Disp1
ENSRNOG00000005347,Fjx1
ENSRNOG00000011285,Zdhhc22
ENSRNOG00000019046,Reg4
ENSRNOG00000004510,Slc35b1
ENSRNOG00000033025,Olr1192
ENSRNOG00000010015,Gp9
ENSRNOG00000053479,AABR07029417.1
ENSRNOG00000017406,Atrnl1
ENSRNOG00000033921,Als2cl
ENSRNOG00000004016,Msl3
ENSRNOG00000009146,Vom2r26
ENSRNOG00000039786,Msmb
ENSRNOG00000020216,Gmpr2
ENSRNOG00000010475,Casp3
ENSRNOG00000032202,Creb3l3
ENSRNOG00000014615,Grk6
ENSRNOG00000053485,LOC103690273
ENSRNOG00000032246,Acsm3
ENSRNOG00000015148,Erc2
ENSRNOG00000045864,RGD1560203
ENSRNOG00000007459,Pcnx1
ENSRNOG00000016993,Olr148
ENSRNOG00000013562,Ndfip1
ENSRNOG00000017744,Dram2
ENSRNOG00000004132,Lasp1
ENSRNOG00000050389,Olr1682
ENSRNOG00000016872,Plppr4
ENSRNOG00000020076,Borcs7
ENSRNOG00000049110,Dpm2
ENSRNOG00000017784,Lrif1
ENSRNOG00000046438,AABR07000583.1
ENSRNOG00000060512,AABR07035541.2
ENSRNOG00000008714,Svs1
ENSRNOG00000013112,Dusp13
ENSRNOG00000049058,AABR07003935.9
ENSRNOG00000033809,Mlh1
ENSRNOG00000020888,Fgf3
ENSRNOG00000006363,Mbd3l1
ENSRNOG00000055303,AC106933.1
ENSRNOG00000016097,Kyat1
ENSRNOG00000060979,Hspa13
ENSRNOG00000058285,Nme8
ENSRNOG00000054334,Abhd10
ENSRNOG00000040878,5S_rRNA
ENSRNOG00000026697,AABR07038837.1
ENSRNOG00000050191,AABR07044198.1
ENSRNOG00000028749,Atxn7l2
ENSRNOG00000054069,AC119116.1
ENSRNOG00000025247,Ccdc87
ENSRNOG00000036366,AABR07021018.1
ENSRNOG00000050297,AABR07066114.1
ENSRNOG00000056173,AABR07040285.2
ENSRNOG00000052685,Cd248
ENSRNOG00000003258,Cdc73
ENSRNOG00000015762,Abtb1
ENSRNOG00000011332,Clspn
ENSRNOG00000018551,Olr63
ENSRNOG00000055781,U6
ENSRNOG00000056739,AABR07036336.2
ENSRNOG00000037978,AC117299.1
ENSRNOG00000048049,LOC103689951
ENSRNOG00000059853,U6
ENSRNOG00000015785,Olr85
ENSRNOG00000051434,AABR07033911.1
ENSRNOG00000061089,AABR07010861.1
ENSRNOG00000017072,Slc16a14
ENSRNOG00000052482,AC113710.3
ENSRNOG00000021440,Pptc7
ENSRNOG00000019288,Ogfod1
ENSRNOG00000059870,Hoxa11
ENSRNOG00000041541,AABR07045274.1
ENSRNOG00000010259,Esrrb
ENSRNOG00000048134,Adgrg7
ENSRNOG00000061585,AC113910.2
ENSRNOG00000015791,Zdhhc12
ENSRNOG00000004517,Igf1
ENSRNOG00000017851,Etfb
ENSRNOG00000056852,SNORD115
ENSRNOG00000031918,AABR07065789.2
ENSRNOG00000058694,Alg5
ENSRNOG00000038422,LOC691352
ENSRNOG00000060207,AABR07044106.1
ENSRNOG00000050563,Sub1
ENSRNOG00000027319,Ephx3
ENSRNOG00000010296,Slc7a7
ENSRNOG00000052726,AC128759.2
ENSRNOG00000031700,Map3k5
ENSRNOG00000049740,AABR07034273.1
ENSRNOG00000024437,Blcap
ENSRNOG00000059100,AABR07073038.2
ENSRNOG00000053384,Bmp7
ENSRNOG00000007235,Atp5mc1
ENSRNOG00000061889,AABR07004428.1
ENSRNOG00000050979,Ubap1l
ENSRNOG00000054634,AABR07033645.1
ENSRNOG00000055943,AABR07065050.1
ENSRNOG00000016573,Dgat2
ENSRNOG00000051628,AABR07024648.1
ENSRNOG00000028638,Il10rb
ENSRNOG00000006721,AABR07049064.1
ENSRNOG00000045840,Hist2h4a
ENSRNOG00000004452,Aqp12a
ENSRNOG00000053922,AABR07024999.1
ENSRNOG00000026378,LOC100911204
ENSRNOG00000056314,AABR07056330.1
ENSRNOG00000052249,AC114391.1
ENSRNOG00000004786,Cyp4f1
ENSRNOG00000057746,AABR07026519.1
ENSRNOG00000060108,Olr399
ENSRNOG00000056121,AABR07058785.1
ENSRNOG00000028877,Vom1r42
ENSRNOG00000061450,Homer2
ENSRNOG00000019542,MGC108823
ENSRNOG00000053523,AABR07071567.1
ENSRNOG00000022745,RGD1306502
ENSRNOG00000047627,AABR07002896.1
ENSRNOG00000019351,Chid1
ENSRNOG00000010489,Samd4a
ENSRNOG00000007688,Sms
ENSRNOG00000057901,Zfp707
ENSRNOG00000002174,Cwh43
ENSRNOG00000030596,LOC100362149
ENSRNOG00000022847,Dop1a
ENSRNOG00000029570,Fam222b
ENSRNOG00000017593,Mtr
ENSRNOG00000013916,Nefm
ENSRNOG00000020464,Mrpl54
ENSRNOG00000019583,Olr223
ENSRNOG00000019789,Tssk4
ENSRNOG00000001859,Sdf2l1
ENSRNOG00000031194,Olr1431
ENSRNOG00000022778,Pphln1
ENSRNOG00000018179,Glt8d1
ENSRNOG00000046803,Arhgef16
ENSRNOG00000033494,Vom2r52
ENSRNOG00000005411,Aftph
ENSRNOG00000011116,Snx25
ENSRNOG00000043507,Tmem95
ENSRNOG00000031189,Ido1
ENSRNOG00000008861,AABR07047011.1
ENSRNOG00000032948,Tyk2
ENSRNOG00000049020,Tceal3
ENSRNOG00000031443,Havcr2
ENSRNOG00000057700,Hist1h2an
ENSRNOG00000018391,Cdk2ap2
ENSRNOG00000006925,Zfp786
ENSRNOG00000057056,Rab5a
ENSRNOG00000032396,RGD1559575
ENSRNOG00000047871,LOC684376
ENSRNOG00000042985,Slc9b1
ENSRNOG00000038644,Vom1r38
ENSRNOG00000030619,Foxr2
ENSRNOG00000019986,Pot1
ENSRNOG00000001104,Foxk1
ENSRNOG00000042528,Tmem190
ENSRNOG00000020203,Ptpn20
ENSRNOG00000043128,Armcx4
ENSRNOG00000061084,7SK
ENSRNOG00000018642,Leng8
ENSRNOG00000004019,Phlda1
ENSRNOG00000057127,Zg16b
ENSRNOG00000059598,SNORA70
ENSRNOG00000047260,AABR07025288.1
ENSRNOG00000054265,Ly49si2
ENSRNOG00000014170,Dbn1
ENSRNOG00000058071,SNORD36
ENSRNOG00000021249,Ap5s1
ENSRNOG00000061634,Gm24469
ENSRNOG00000015866,Hint2
ENSRNOG00000043141,Ap3s2
ENSRNOG00000012136,Mrps30
ENSRNOG00000052065,Gm26077
ENSRNOG00000038979,NMS
ENSRNOG00000051794,AC126895.1
ENSRNOG00000060832,AC240408.2
ENSRNOG00000054772,AABR07069336.1
ENSRNOG00000056628,AABR07065531.17
ENSRNOG00000000586,Gtf3c6
ENSRNOG00000049616,AABR07028480.10
ENSRNOG00000052591,Vom1r67
ENSRNOG00000048293,Olr114
ENSRNOG00000055101,AABR07018632.1
ENSRNOG00000025767,Rdh8
ENSRNOG00000018874,Phf19
ENSRNOG00000061138,SNORD30
ENSRNOG00000057476,AABR07054045.1
ENSRNOG00000046124,AABR07057872.1
ENSRNOG00000061392,U6
ENSRNOG00000056992,Ifna11
ENSRNOG00000004733,Wdr25
ENSRNOG00000054923,U6
ENSRNOG00000050177,LOC100911002
ENSRNOG00000005426,Snupn
ENSRNOG00000006120,Shh
ENSRNOG00000058661,SNORD115
ENSRNOG00000043155,AABR07051533.2
ENSRNOG00000048182,AABR07051684.1
ENSRNOG00000052495,U6
ENSRNOG00000031739,Fam71e1
ENSRNOG00000019651,Slc12a4
ENSRNOG00000004613,Gpm6b
ENSRNOG00000058992,AABR07031419.1
ENSRNOG00000012658,Pdlim3
ENSRNOG00000054819,AABR07062756.1
ENSRNOG00000022727,Tmem127
ENSRNOG00000056625,AABR07062758.1
ENSRNOG00000012608,Tmem212
ENSRNOG00000058862,AABR07051308.1
ENSRNOG00000052152,Antxrl
ENSRNOG00000007390,Nfkbia
ENSRNOG00000009886,Fkbp14
ENSRNOG00000050015,Cox7a1
ENSRNOG00000061500,AABR07005950.1
ENSRNOG00000059225,AABR07020987.1
ENSRNOG00000029447,Epc2
ENSRNOG00000058389,AABR07006475.1
ENSRNOG00000020925,Ccdc86
ENSRNOG00000059780,AABR07026441.2
ENSRNOG00000052707,Cacna1a
ENSRNOG00000052964,AABR07056998.1
ENSRNOG00000059710,AABR07039236.1
ENSRNOG00000057344,AABR07051733.2
ENSRNOG00000060095,AABR07068554.1
ENSRNOG00000053306,Washc1
ENSRNOG00000057329,AC129395.2
ENSRNOG00000020169,Gimap8
ENSRNOG00000002365,Itm2a
ENSRNOG00000019924,Thop1
ENSRNOG00000024363,Sertad1
ENSRNOG00000057385,LOC102555326
ENSRNOG00000000065,Pde6b
ENSRNOG00000003863,Trir
ENSRNOG00000029606,AABR07024964.1
ENSRNOG00000011967,Nphp4
ENSRNOG00000043237,Prl8a3
ENSRNOG00000018994,Psmc4
ENSRNOG00000050489,AABR07065814.4
ENSRNOG00000029086,Olr1235
ENSRNOG00000011320,Igfbpl1
ENSRNOG00000028259,Mcemp1
ENSRNOG00000053172,Ssr4
ENSRNOG00000024955,Scyl2
ENSRNOG00000018238,Nuggc
ENSRNOG00000000893,Tmem248
ENSRNOG00000042317,Cd209f
ENSRNOG00000061522,Olr170
ENSRNOG00000014645,Aldh7a1
ENSRNOG00000023016,Magea9
ENSRNOG00000033358,LOC100910565
ENSRNOG00000002751,Zdhhc15
ENSRNOG00000056750,Olr678
ENSRNOG00000048023,Olr1061
ENSRNOG00000033575,Emid1
ENSRNOG00000047813,LOC100912408
ENSRNOG00000009104,AABR07029605.1
ENSRNOG00000049410,Chrm3
ENSRNOG00000016055,Fkrp
ENSRNOG00000017511,Dcdc2
ENSRNOG00000050663,LOC684365
ENSRNOG00000009308,Bcl2l10
ENSRNOG00000047367,Card14
ENSRNOG00000036758,Iqck
ENSRNOG00000006075,Fez1
ENSRNOG00000000924,Slc7a1
ENSRNOG00000032706,Kcnk18
ENSRNOG00000008288,Akirin2
ENSRNOG00000010867,Msantd1
ENSRNOG00000007369,Shisa4
ENSRNOG00000007605,AABR07052430.1
ENSRNOG00000049503,LOC689479
ENSRNOG00000012879,Fabp3
ENSRNOG00000007932,Gcm1
ENSRNOG00000059044,AABR07017768.6
ENSRNOG00000056691,AC107505.2
ENSRNOG00000010449,Prb1
ENSRNOG00000043299,Olr877
ENSRNOG00000049733,Ankrd33
ENSRNOG00000051966,U4
ENSRNOG00000001442,Por
ENSRNOG00000024420,Eme1
ENSRNOG00000006433,Olr696
ENSRNOG00000003365,Cadm3
ENSRNOG00000040166,Ankrd34b
ENSRNOG00000013301,Bean1
ENSRNOG00000052254,AC105811.1
ENSRNOG00000028345,Vom2r47
ENSRNOG00000008392,Sbf1
ENSRNOG00000005917,Pawr
ENSRNOG00000046256,Ralgapa1
ENSRNOG00000014266,RGD1560730
ENSRNOG00000004544,Ube2e3
ENSRNOG00000038951,Cox17
ENSRNOG00000019235,Rbm22
ENSRNOG00000011346,Ehd2
ENSRNOG00000017006,Nkx1-2
ENSRNOG00000050327,AC096430.1
ENSRNOG00000053636,7SK
ENSRNOG00000012886,Maff
ENSRNOG00000028834,Polr2a
ENSRNOG00000058306,AABR07060318.1
ENSRNOG00000055183,Gm23835
ENSRNOG00000059635,AABR07067036.1
ENSRNOG00000049167,AABR07044988.1
ENSRNOG00000047388,Vom2r4
ENSRNOG00000052144,AABR07044754.1
ENSRNOG00000029980,Zbtb16
ENSRNOG00000056003,Gm23346
ENSRNOG00000049859,AABR07051908.1
ENSRNOG00000022141,Ctdspl2
ENSRNOG00000009096,Pon3
ENSRNOG00000061416,AABR07068736.1
ENSRNOG00000055002,U6
ENSRNOG00000002110,Fam114a1l1
ENSRNOG00000013624,Uevld
ENSRNOG00000045616,Olr1434
ENSRNOG00000059272,U5
ENSRNOG00000050053,AABR07017868.1
ENSRNOG00000058850,AABR07025818.2
ENSRNOG00000018773,Mtrf1l
